Name,Owner,Category,District,Province
"5. Chizumba ","Govt. ","RHC ","Mwenezi District.  ","MASVINGO PROVINCE "
"6. Maranda ","Govt. ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"7. Nehanda ","Govt. ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"8. Rutenga ","Govt. ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"9. Mazetese ","RDC ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"10. Mushava ","RDC ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"11. Mwenezi ","RDC ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"12. Murove ","RDC ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"13. Mlelezi ","RDC ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"14. Boterere ","RDC ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"15. Rutenga NRZ ","Pvt. ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"16. Mwenezana ","Pvt. ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"17. Maranda ","Mission ","Rural hosp. ","Mwenezi District.  ","MASVINGO PROVINCE "
"18. Lundi ","Mission ","Clinic ","Mwenezi District.  ","MASVINGO PROVINCE "
"1. Ndanga ","Govt. ","District Hosp.  ","Zaka District ","MASVINGO PROVINCE "
"2. Musiso ","Mission ","Rural hosp. ","Zaka District ","MASVINGO PROVINCE "
"3. Chipinda ","Govt. ","RHC ","Zaka District ","MASVINGO PROVINCE "
"4. Harava ","Govt. ","RHC ","Zaka District ","MASVINGO PROVINCE "
"5. Nemauku ","Govt. ","RHC ","Zaka District ","MASVINGO PROVINCE "
"6. Svuure ","Govt. ","RHC ","Zaka District ","MASVINGO PROVINCE "
"7. Zibwowa ","Govt. ","RHC ","Zaka District ","MASVINGO PROVINCE "
"8. Bota ","RDC ","RHC ","Zaka District ","MASVINGO PROVINCE "
"9. Bvukururu ","RDC ","RHC ","Zaka District ","MASVINGO PROVINCE "
"10. Chinyabako ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"11. Chiredzana ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"12. Fube ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"13. Jichidza ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"14. Mushaya ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"15. Ndanga ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"16. Nhema ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"17. Nyakunhuwa ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"18. Siyawareva ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"19. Jerera ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"20 Veza ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"21. Jichidza ","","Clinic Mission ","Zaka District ","MASVINGO PROVINCE "
"22. Mageza ","RDC ","Clinic ","Zaka District ","MASVINGO PROVINCE "
"23. Zibwowa ","Govt. ","RHC ","Zaka District ","MASVINGO PROVINCE "
"1. Binga ","Govt. ","District Hosp. ","Binga District ","MATABELELAND NORTH "
"2. Siabuwa ","Govt. ","Rural Hosp. ","Binga District ","MATABELELAND NORTH "
"3. Kariangwe ","Mission ","Rural hosp. ","Binga District ","MATABELELAND NORTH "
"4. Chunga ","Govt. ","RHC ","Binga District ","MATABELELAND NORTH "
"5. Lubimbi ","Govt. ","RHC ","Binga District ","MATABELELAND NORTH "
"6. Lusuli ","Govt. ","RHC ","Binga District ","MATABELELAND NORTH "
"7. Muchesu ","Govt. ","RHC ","Binga District ","MATABELELAND NORTH "
"8. Siasumbu ","Govt. ","RHC ","Binga District ","MATABELELAND NORTH "
"9. Chinengo ","Govt. ","RHC ","Binga District ","MATABELELAND NORTH "
"10. Pashu ","RDC ","RHC ","Binga District ","MATABELELAND NORTH "
"11. Tinde ","Mission ","RHC ","Binga District ","MATABELELAND NORTH "
"12. Simatelele ","Govt. ","RHC ","Binga District ","MATABELELAND NORTH "
"13. Sinasengue ","Govt ","RHC ","Binga District ","MATABELELAND NORTH "
"14. Sinangonde ","Govt. ","RHC ","Binga District ","MATABELELAND NORTH "
"1. Inyathi ","Govt. ","District hosp. ","Bubi District ","MATABELELAND NORTH "
"2. Lukala ","Govt. ","RHC ","Bubi District ","MATABELELAND NORTH "
"3. Mbembeswana ","RDC ","RHC ","Bubi District ","MATABELELAND NORTH "
"4. Siganda ","RDC. ","RHC ","Bubi District ","MATABELELAND NORTH "
"5. Balanda ","RDC ","RHC ","Bubi District ","MATABELELAND NORTH "
"6. Majiji ","RDC ","RHC ","Bubi District ","MATABELELAND NORTH "
"7. Isabella ","Pvt. ","Clinic ","Bubi District ","MATABELELAND NORTH "
"8. Sikhumi ","Govt. ","Clinic ","Bubi District ","MATABELELAND NORTH "
"9. Mdutshana ","Govt ","RHC ","Bubi District ","MATABELELAND NORTH "
"10. Casyman (Turk) ","Govt. ","RHC ","Bubi District ","MATABELELAND NORTH "
"1. Victoria Falls ","Govt. ","District Hosp. ","Hwange District ","MATABELELAND NORTH "
"2. Lukosi ","Govt. ","Rural hosp. ","Hwange District ","MATABELELAND NORTH "
"3. Kamativi ","Mission ","RHC ","Hwange District ","MATABELELAND NORTH "
"4. Wankie Colliery ","Industry ","Pvt. Hosp. ","Hwange District ","MATABELELAND NORTH "
"5. Chisuma ","Govt. ","RHC ","Hwange District ","MATABELELAND NORTH "
"6. Jambezi ","Govt. ","RHC ","Hwange District ","MATABELELAND NORTH "
"7. Kanyambizi ","Govt. ","RHC ","Hwange District ","MATABELELAND NORTH "
"8. Makwandara ","Govt. ","RHC ","Hwange District ","MATABELELAND NORTH "
"9. Mwemba ","Govt. ","RHC ","Hwange District ","MATABELELAND NORTH "
"10. dete ","RDC ","Clinic ","Hwange District ","MATABELELAND NORTH "
"11. Dinde ","RDC ","Clinic ","Hwange District ","MATABELELAND NORTH "
"12. ZRP Vic. Falls ","Govt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"13. Lupote ","RDC ","Clinic ","Hwange District ","MATABELELAND NORTH "
"14. Main Camp (National ","","Clinic Pvt. ","Hwange District ","MATABELELAND NORTH "
"Parks) ","","","Hwange District ","MATABELELAND NORTH "
"15. Ndlovu ","RDC ","Clinic ","Hwange District ","MATABELELAND NORTH "
"16. Simangani ","RDC ","Clinic ","Hwange District ","MATABELELAND NORTH "
"17. Vic. Falls hotel ","Pvt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"18. Mabale ","RDC ","Clinic ","Hwange District ","MATABELELAND NORTH "
"19. No. 4 North Hill ","Industry ","Clinic ","Hwange District ","MATABELELAND NORTH "
"20. Hwange Prisons ","Govt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"21. Zesa Dressing station ","Pvt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"22. Elephant Hills ","","Clinic Pvt. ","Hwange District ","MATABELELAND NORTH "
"(ZIMSUN) ","","","Hwange District ","MATABELELAND NORTH "
"23. Hwange ZRP ","Govt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"24. Zesa Chibondo ","Pvt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"25. Empumalanga ","Town council ","Clinic ","Hwange District ","MATABELELAND NORTH "
"26. Chinotimba ","Town council ","Clinic ","Hwange District ","MATABELELAND NORTH "
"27. NRZ (Dete) ","Pvt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"28. NRZ (Ngimija) ","Pvt. ","clinic ","Hwange District ","MATABELELAND NORTH "
"29. Zesa Ingagula ","Pvt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"30. NRZ (Surgery) ","Pvt. ","clinic ","Hwange District ","MATABELELAND NORTH "
"31. Lukunguni ","Mission ","Rural Hosp. ","Hwange District ","MATABELELAND NORTH "
"32. No. 2 Colliery ","Pvt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"33. No.3 colliery ","Pvt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"34. No. 5 colliery ","Pvt. ","clinic ","Hwange District ","MATABELELAND NORTH "
"35. No. 1 Colliery ","Pvt. ","Clinic ","Hwange District ","MATABELELAND NORTH "
"36. St. Patricks ","Mission ","Hosp. ","Hwange District ","MATABELELAND NORTH "
"1. St. Lukes ","Mission ","Designated District hosp. ","Lupane District ","MATABELELAND NORTH "
"2. St. Pauls ","RDC ","Rural hosp. ","Lupane District ","MATABELELAND NORTH "
"3. Dongamuzi ","Govt. ","RHC ","Lupane District ","MATABELELAND NORTH "
"4. Gomoza ","RDC ","RHC ","Lupane District ","MATABELELAND NORTH "
"5. Jotsholo ","Govt. ","RHC ","Lupane District ","MATABELELAND NORTH "
"6. Kanyandavu ","Govt. ","Clinic ","Lupane District ","MATABELELAND NORTH "
"7. Lupaka  ","Govt. ","RHC ","Lupane District ","MATABELELAND NORTH "
"8. Lupane ","Govt. ","RHC ","Lupane District ","MATABELELAND NORTH "
"9  Mdlankunzi.  ","RDC ","Clinic ","Lupane District ","MATABELELAND NORTH "
"10. Dandanda ","Govt. ","RHC ","Lupane District ","MATABELELAND NORTH "
"11. Gwayi ","RDC ","Clinic ","Lupane District ","MATABELELAND NORTH "
"12. Fatima ","RDC ","RHC ","Lupane District ","MATABELELAND NORTH "
"1. Nkayi ","Govt. ","District hosp. ","Nkayi District ","MATABELELAND NORTH "
"2. Dakamela ","Govt. ","Rural hosp. ","Nkayi District ","MATABELELAND NORTH "
"3. Mbuma ","Mission ","Rural hosp. ","Nkayi District ","MATABELELAND NORTH "
"4. Sivalo ","Govt. ","RHC ","Nkayi District ","MATABELELAND NORTH "
"5. Ngwaladi ","Govt. ","RHC ","Nkayi District ","MATABELELAND NORTH "
"6. Zenka ","Govt. ","RHC ","Nkayi District ","MATABELELAND NORTH "
"7. mateme ","Govt. ","RHC ","Nkayi District ","MATABELELAND NORTH "
"8. Gwelutshena ","Govt. ","RHC ","Nkayi District ","MATABELELAND NORTH "
"9. Sebhumane ","RDC ","RHC ","Nkayi District ","MATABELELAND NORTH "
"10. Nesinwe ","RDC ","RHC ","Nkayi District ","MATABELELAND NORTH "
"11. Fanisoni ","RDC ","RHC ","Nkayi District ","MATABELELAND NORTH "
"12. Zinyangeni  ","RDC ","RHC ","Nkayi District ","MATABELELAND NORTH "
"13. Sikhobokobo ","RDC ","RHC ","Nkayi District ","MATABELELAND NORTH "
"14. Sesemba ","RDC ","RHC ","Nkayi District ","MATABELELAND NORTH "
"15. Guwe  ","RDC ","","Nkayi District ","MATABELELAND NORTH "
"1. Nyamandlovu ","Govt. ","District Hosp. ","Umguza District ","MATABELELAND NORTH "
"2. Clay Products ","Pvt. ","Clinic ","Umguza District ","MATABELELAND NORTH "
"3. Fair Bridge (ZRP) ","Govt. ","Clinic ","Umguza District ","MATABELELAND NORTH "
"4. Fingo ","RDC ","Clinic ","Umguza District ","MATABELELAND NORTH "
"5. Igusi ","Govt. ","Clinic ","Umguza District ","MATABELELAND NORTH "
"6. Mbembesi ","Govt. ","Clinic ","Umguza District ","MATABELELAND NORTH "
"7. Ntabazinduna ","RDC ","Clinic ","Umguza District ","MATABELELAND NORTH "
"8. St. James ","Mission ","Clinic ","Umguza District ","MATABELELAND NORTH "
"9. T.G. Silundika (Edu.) ","Govt. ","Clinic ","Umguza District ","MATABELELAND NORTH "
"10. UNICEM   ","Industry ","Clinic ","Umguza District ","MATABELELAND NORTH "
"11. Imbizo Camp ","Govt. ","Clinic ","Umguza District ","MATABELELAND NORTH "
"12. Khami Prisons ","Govt. ","Clinic ","Umguza District ","MATABELELAND NORTH "
"13. One Ambulance Co.  ","Army ","Hosp. ","Umguza District ","MATABELELAND NORTH "
"14. Grey prison ","Govt. ","Clinic ","Umguza District ","MATABELELAND NORTH "
"15. Ntabazinduna Training ","","Clinic Govt. ","Umguza District ","MATABELELAND NORTH "
"Depot (ZPS) ","","","Umguza District ","MATABELELAND NORTH "
"16. Ntabazindunna Training ","","Clinic Govt. ","Umguza District ","MATABELELAND NORTH "
"Depot (ZRP ","","","Umguza District ","MATABELELAND NORTH "
"17. Umuntu ","Govt. ","RHC ","Umguza District ","MATABELELAND NORTH "
"1. Tsholotsho ","Govt. ","District hosp. ","Tsholotsho District ","MATABELELAND NORTH "
"2. Tsholotsho Urban ","RDC ","Clinic ","Tsholotsho District ","MATABELELAND NORTH "
"3. Nkunzi ","RDC ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"4. Bubude ","RDC ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"5. Makaza ","Govt. ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"6. Madlangombe ","RDC ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"7. Phimula ","Mission ","Rural hosp. ","Tsholotsho District ","MATABELELAND NORTH "
"8. Sodaka ","Govt. ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"9. Mtshayeli ","Govt. ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"10. Mlagisa ","Govt. ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"11. Sipepa ","Govt. ","Rural hosp. ","Tsholotsho District ","MATABELELAND NORTH "
"12. Jimila ","RDC. ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"13. Mpanedziba ","RDC ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"14. Kapane ","RDC ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"15. Siketnte ","RDC ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"16. Dlamini ","RDC ","RHC ","Tsholotsho District ","MATABELELAND NORTH "
"1. Beitbridge ","Govt. ","District Hosp. ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"2. Dulilavadzimu ","RDC ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"3. Tongwe ","RDC ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"4. Chisvingo ","RDC ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"5. Shashi ","RDC ","clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"6. Zezani ","RDC ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"7. Masera ","RDC ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"8. Chikwarakwara ","Govt. ","RHC ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"9. Chituripasi ","","","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"10. Shabwe ","Govt. ","RHC ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"11. Dite ","Govt. ","RHC ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"12. Majini ","Govt. ","RHC ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"13. Nottingham ","Govt. ","RHC ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"14. Makakabule ","RDC ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"15. ZRP  ","Govt. ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"16. ZNA ","Govt. ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"17. NRZ ","Pvt. ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"18. Prison ","Govt. ","clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"19. Swereki ","RDC ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"20. Chamunangana ","RDC ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"21. Mazunga ","RDc ","Clinic ","           Beitbridge District ","MATABELELAND SOUTH PROVINCE "
"1. Lady Barring ","Govt. ","Rural hosp. ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"2. Lady stanely ","Govt. ","Rural hosp. ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"3. Sikhathini ","RDC ","RHC ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"4. Madlambu ","RDC ","RHC ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"5. Dombodema ","RDC ","RHC ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"6. Ndiweni ","RDC ","Clinic ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"7. Solusi ","Mission ","","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"8. Masendu ","RDC ","Clinic ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"9. Matjinge ","Govt. ","Clinic ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"10. Village 13 ","Govt. ","RHC ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"11. Huwana ","Govt. ","RHC ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"12. Makulela ","Govt. ","RHC ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"13. Nswazi ","Govt. ","RHC ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"14. Bhezu ","RDC ","Clinic ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"15. Masendu ","RDC ","Clinic ","Bulilima District ","MATABELELAND SOUTH PROVINCE "
"1. Plumtree ","Govt. ","District hosp ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"2. St Annes ","Mission ","Rural hosp ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"3. Embakwe ","Mission ","Rural hosp ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"4. Dingamuzi ","RDC ","Clinic ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"5. Tshitshi ","RDc ","Clinic ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"6. Madabe ","RDC ","Clinic ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"7. Marula ","RDC ","Clinic ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"8. Mayobodo ","Govt. ","Clinic ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"9. Mambale ","RDC ","Clinic ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"10. Epandeni ","Mission ","clinic ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"11. Ingwizi ","Govt. ","clinic ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"12. Bango ","Govt. ","Clinic ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"13. Sunzukwi ","Govt. ","Clinic ","Mangwe District ","MATABELELAND SOUTH PROVINCE "
"1. Gwanda ","Govt. ","Provincial Hosp. ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"2. Manama ","Mission ","Rural Hosp. ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"3. Mtshabezi ","Mission ","Rural Hsp. ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"4. Mzimuni ","RDC ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"5. Kafusi ","RDC ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"6. Buvuma ","RDC ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"7. Ntalale ","RDC ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"8. Freda ","Mine ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"9. Vumbachikwe ","Mine ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"10. Blanket ","Mine ","clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"11. Jessie ","Mine ","clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"12. West Nicholson ","Pvt. ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"13. Nhawali ","Govt. ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"14. Simbumbumbu ","Govt ","RHC ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"15. Gungwe ","Govt. ","RHC ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"16. Makwe ","Govt. ","RHC ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"17. Sengezane ","RDC ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"18. Mashaba ","RDC ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"19. Selonga ","RDC ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"20. Phakama ","RDC ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"21. ZRP ","Govt. ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"22. ZNFPC ","Pvt. ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"23. J. Ziyaphapha ","Govt. ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"24. Prison  ","Govt. ","clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"25. Stanmore ","Govt. ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"26. Collen Bawn ","Mine ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"17. Sitezi ","RDC ","clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"18. Dwala ","Govt. ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"19. Lushongwe ","Govt. ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"20. J.M. Nkomo ","Govt. ","Clinic ","Gwanda District ","MATABELELAND SOUTH PROVINCE "
"1. Maphisa ","Govt. ","District hosp. ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"2. Kezi ","Govt. ","Rural Hosp. ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"3. Matopo ","Govt. ","Rural Hosp ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"4. Tshelanyemba ","Mission ","Rural Hosp. ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"5. St. Joseph ","Mission ","Rural Hosp. ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"6. Matopo ","Mission ","Clinic ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"7. Reps  (Educ.) ","Govt. ","Clinic ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"8. Homestead ","Govt. ","RHC ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"9. Sankonjana ","Govt. ","RHC ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"10. Beula-Seula ","Govt. ","RHC ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"11. Natasi ","Govt. ","RHC ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"12. Mbembeswana ","RDC ","Clinic ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"13. Bazha ","Mission ","Clinic ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"14. Gulathi ","Govt. ","RHC ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"15. Ekukhanyeni ","Govt. ","RHC ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"16. Hlekweni ","RDC ","Clinic ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"17. Matopo  ","RDC ","Clinic ","Kezi Matopo District ","MATABELELAND SOUTH PROVINCE "
"1. Filabusi ","Govt. ","District hosp. ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"2. Avoca ","Govt. ","Rural Hosp. ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"3. Shangani ","Govt. ","Rural hosp ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"4. Wanezi ","Mission ","Rural hosp. ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"5. Gwatemba ","Govt. ","RHC ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"6. Singwango ","RDC ","Clinic ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"7. Epoch ","Mine ","Clinic ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"8. Shangani ","Mine ","Clinic ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"9. Sanale ","Govt. ","RHC ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"10. Mabuze ","Govt. ","RHC ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"11. Nyamime ","Govt. ","RHC ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"12. Insiza ","Govt. ","RHc ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"13. Nkankezi ","Govt. ","RHC ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"14. Zhulube ","RDC ","Clinic ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"15. Singwambizi ","RDC ","Clinic ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"16. Kombo ","Govt. ","Clinic ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"17. Mpalawani ","Govt. ","Clinic ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"18.Montrose Clinic ","Govt. ","","Insiza District ","MATABELELAND SOUTH PROVINCE "
"19. Saphola ","Govt. ","Clinic ","Insiza District ","MATABELELAND SOUTH PROVINCE "
"1. Esigodini ","Govt. ","District Hosp. ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"2. Nhlangano ","RDC ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"3. Habane ","RDC ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"4. How Mine ","Mine ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"5. Mbalabala (ZNA) ","Govt. ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"6. Kumbudzi  ","Govt. ","RHC ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"7. Mbizingwe ","Govt. ","RHC ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"8. Irisvale ","Govt. ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"9. Mawabeni ","RDC ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"10. Esibomvu ","RDC ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"11. Mhlamhlandlela ","RDC ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"12. Nswazi ","RDC ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"13. Ntshamate ","RDC ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"14. Mpisini ","RDC ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"15. Zimbili ","Govt. ","Clinic ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"16. Ntabenende ","Govt. ","Clinic. ","Umzingwane District ","MATABELELAND SOUTH PROVINCE "
"1. Mvuma ","Govt. ","District Hosp. ","Chirumanzu District ","MIDLANDS PROVINCE "
"2. St. Theresa ","Mission ","Rural hosp. ","Chirumanzu District ","MIDLANDS PROVINCE "
"3. Driefontein ","Mission ","Rural hosp. ","Chirumanzu District ","MIDLANDS PROVINCE "
"4. Muvonde ","Mission. ","Rural hosp. ","Chirumanzu District ","MIDLANDS PROVINCE "
"5. Chaka ","Govt. ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"6. Chengwena ","RDC ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"7. Chizhou ","Govt. ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"8. Denhere ","RDC ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"9. Guramatunhu ","RDC ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
